freq_THz,vg_m_per_s,lambda_geom_inv_s
259.55,75494361.23647255,245943823308.1267
259.6,75536388.68873939,245806983402.56808
259.65,75578375.3833588,245670428168.4142
259.7,75620321.37029035,245534156748.47458
259.75,75662226.69936673,245398168289.14838
259.8,75704091.42049435,245262461939.7572
259.85,75745915.58367296,245127036852.46753
259.9,75787699.23883213,244991892182.80606
259.95,75829442.43600172,244857027089.09305
260.0,75871145.22514813,244722440732.95712
260.05,75912807.65633889,244588132278.78915
260.1,75954429.77959765,244454100894.19604
260.15,75996011.64496136,244320345749.80142
260.2,76037553.3025889,244186866018.88226
260.25,76079054.80251372,244053660878.1503
260.3,76120516.19486035,243920729507.04135
260.35,76161937.5297688,243788071087.94492
260.4,76203318.85729915,243655684806.4947
260.45,76244660.22764918,243523569850.85843
260.5,76285961.69093806,243391725412.41617
260.55,76327223.29732811,243260150685.35654
260.6,76368445.09696156,243128844866.8654
260.65,76409627.13999315,242997807157.00742
260.7,76450769.47662957,242867036758.58752
260.75,76491872.15698214,242736532877.60553
260.8,76532935.23128656,242606294722.54422
260.85,76573958.74967146,242476321505.09076
260.9,76614942.76227541,242346612439.75137
260.95,76655887.31931229,242217166743.63153
261.0,76696792.4709366,242087983636.8489
261.05,76737658.26727629,241959062342.41568
261.1,76778484.75851814,241830402085.9561
261.15,76819271.9948181,241702002095.97623
261.2,76860020.02630816,241573861603.829
261.25,76900728.90310419,241445979843.67612
261.3,76941398.67532623,241318356052.4112
261.35,76982029.39313255,241190989469.54056
261.4,77022621.106616,241063879337.49524
261.45,77063173.86585715,240937024901.45126
261.5,77103687.72095852,240810425409.2099
261.55,77144162.72195353,240684080111.4694
261.6,77184598.91892612,240557988261.43884
261.65,77224996.36191334,240432149115.12967
261.7,77265355.1009326,240306561931.2579
261.75,77305675.1860295,240181225971.083
261.8,77345956.66713333,240056140498.84445
261.85,77386199.59423046,239931304781.21048
261.9,77426404.01735273,239806718087.30252
261.95,77466569.98634633,239682379689.3994
262.0,77506697.55114537,239558288862.07666
262.05,77546786.76168047,239434444882.4785
262.1,77586837.66778013,239310847030.60992
262.15,77626850.31932558,239187494588.84662
262.2,77666824.76612526,239064386842.31027
262.25,77706761.0579834,238941523078.64502
262.3,77746659.24470139,238818902588.0016
262.35,77786519.37599896,238696524663.2678
262.4,77826341.5015894,238574388599.8252
262.45,77866125.67119466,238452493695.49152
262.5,77905871.93452716,238330839250.56497
262.55,77945580.34116988,238209424568.17966
262.6,77985250.94075987,238088248953.73196
262.65,78024883.78286214,237967311715.2549
262.7,78064478.91707247,237846612163.09308
262.75,78104036.39289764,237726149610.2564
262.8,78143556.25980422,237605923372.25955
262.85,78183038.56725456,237485932767.0014
262.9,78222483.36472902,237366177114.6866
262.95,78261890.7016191,237246655738.13907
263.0,78301260.62722227,237127367962.80582
263.05,78340593.19092107,237008313116.2029
263.1,78379888.44198741,236889490528.49783
263.15,78419146.42968681,236770899532.18262
263.2,78458367.20327371,236652539462.07742
263.25,78497550.81185631,236534409655.72736
263.3,78536697.30463852,236416509452.6616
263.35,78575806.73073019,236298838194.95532
263.4,78614879.13919011,236181395227.08902
263.45,78653914.57906255,236064179895.8278
263.5,78692913.09935202,235947191550.28693
263.55,78731874.74898383,235830429542.0393
263.6,78770799.57689604,235713893224.8292
263.65,78809687.63200745,235597581954.65826
263.7,78848538.963081,235481495090.1834
263.75,78887353.61891313,235365631992.13965
263.8,78926131.6483363,235249992023.32346
263.85,78964873.1000131,235134574549.19678
263.9,79003578.02253528,235019378937.5801
263.95,79042246.46467014,234904404557.90985
264.0,79080878.47493824,234789650782.4851
264.05,79119474.10181032,234675116985.87057
264.1,79158033.39387773,234560802544.3813
264.15,79196556.39954755,234446706836.9777
264.2,79235043.16719846,234332829244.79266
264.25,79273493.74521169,234219169151.0305
264.3,79311908.18194552,234105725941.0328
264.35,79350286.52561834,233992499002.6141
264.4,79388628.82439521,233879487725.79575
264.45,79426935.12654586,233766691502.33087
264.5,79465205.48013715,233654109726.6014
264.55,79503439.93325424,233541741794.95648
264.6,79541638.53396101,233429587105.81992
264.65,79579801.33018267,233317645060.02536
264.7,79617928.36988498,233205915060.2805
264.75,79656019.70092167,233094396511.6055
264.8,79694075.37117174,232983088820.9212
264.85,79732095.42839317,232871991397.4683
264.9,79770079.92026812,232761103652.66495
264.95,79808028.89455563,232650424999.65225
265.0,79845942.39885214,232539954853.98413
265.05,79883820.48075837,232429692633.13113
265.1,79921663.18778941,232319637756.73343
265.15,79959470.56740619,232209789646.49994
265.2,79997242.66703986,232100147726.12842
265.25,80034979.53406635,231990711421.37067
265.3,80072681.21582368,231881480159.97342
265.35,80110347.75956456,231772453371.80667
265.4,80147979.21250276,231663630488.72052
265.45,80185575.62183045,231555010944.48642
265.5,80223137.0345916,231446594175.15405
265.55,80260663.49786544,231338379618.51263
265.6,80298155.05869761,231230366714.2816
265.65,80335611.76399478,231122554904.40558
265.7,80373033.66064346,231014943632.70306
265.75,80410420.79545525,230907532345.01556
265.8,80447773.21526472,230800320488.91803
265.85,80485090.96684566,230693307513.9516
265.9,80522374.09672461,230586492872.14886
265.95,80559622.65161392,230479876016.78418
266.0,80596836.67806579,230373456403.35724
266.05,80634016.222526,230267233489.43018
266.1,80671161.33152042,230161206734.0862
266.15,80708272.05134358,230055375598.81134
266.2,80745348.42846523,229949739546.32562
266.25,80782390.50907174,229844298041.88336
266.3,80819398.33931866,229739050552.54367
266.35,80856371.96551867,229633996546.62936
266.4,80893311.43366668,229529135495.069
266.45,80930216.7898776,229424466870.14462
266.5,80967088.08005106,229319990146.4356
266.55,81003925.35017739,229215704799.94318
266.6,81040728.64618653,229111610308.51126
266.65,81077498.01375882,229007706152.35336
266.7,81114233.49876563,228903991812.79874
266.75,81150935.1468137,228800466773.5726
266.8,81187603.00357504,228697130519.85648
266.85,81224237.11470935,228593982538.50052
266.9,81260837.52563709,228491022318.65442
266.95,81297404.28183301,228388249350.9331
267.0,81333937.42871891,228285663127.71155
267.05,81370437.0116074,228183263143.27502
267.1,81406903.07586277,228081048893.36026
267.15,81443335.66660568,227979019875.97617
267.2,81479734.82902351,227877175590.5261
267.25,81516100.6082852,227775515538.03995
267.3,81552433.04934196,227674039221.7239
267.35,81588732.19722416,227572746146.12286
267.4,81624998.0968125,227471635817.75275
267.45,81661230.79307525,227370707744.43164
267.5,81697430.33068793,227269961436.33237
267.55,81733596.754399,227169396404.95602
267.6,81769730.10901214,227069012163.17596
267.65,81805830.4389815,226968808226.35483
267.7,81841897.78893006,226868784110.89728
267.75,81877932.20344275,226768939334.81854
267.8,81913933.7267966,226669273418.4847
267.85,81949902.40342799,226569785883.31076
267.9,81985838.27767913,226470476252.4568
267.95,82021741.3937637,226371344050.9154
268.0,82057611.79590079,226272388805.13498
268.05,82093449.52818166,226173610043.38046
268.1,82129254.63464268,226075007295.52524
268.15,82165027.15936168,225976580092.77948
268.2,82200767.14627852,225878327968.17758
268.25,82236474.63915318,225780250456.6858
268.3,82272149.68190755,225682347094.25662
268.35,82307792.3182848,225584617418.75836
268.4,82343402.5919148,225487060969.78802
268.45,82378980.54653406,225389677288.06253
268.5,82414526.22560534,225292465916.45398
268.55,82450039.67262988,225195426399.12787
268.6,82485520.93112151,225098558281.6085
268.65,82520970.04441811,225001861111.28766
268.7,82556387.05587135,224905334436.8998
268.75,82591772.0086656,224808977809.0097
268.8,82627124.94603933,224712790779.4026
268.85,82662445.91114263,224616772901.46664
268.9,82697734.94694832,224520923730.42752
268.95,82732992.09653622,224425242822.56985
269.0,82768217.40281828,224329729735.978
269.05,82803410.9087376,224234384029.98956
269.1,82838572.65699242,224139205265.9374
269.15,82873702.69036835,224044193006.24307
269.2,82908801.05161862,223949346814.73608
269.25,82943867.78330436,223854666257.0791
269.3,82978902.92796351,223760150900.30524
269.35,83013906.52817863,223665800312.62952
269.4,83048878.62630711,223571614064.17075
269.45,83083819.26475261,223477591726.21347
269.5,83118728.48583679,223383732871.548
269.55,83153606.33175646,223290037074.57956
269.6,83188452.84477003,223196503910.82138
269.65,83223268.06690253,223103132957.68112
269.7,83258052.04024237,223009923793.65836
269.75,83292804.80683629,222916875998.6213
269.8,83327526.40853561,222823989154.2125
269.85,83362216.88721493,222731262843.25735
269.9,83396876.28472993,222638696649.87204
269.95,83431504.64280331,222546290159.7627
270.0,83437995.71839263,222528977126.5443
