t_s,tau_ent_s,lambda_s_inv,norm2
9.350000000000062e-13,0.9349999999999911,1000000000000.0,0.15412351170504127
9.375000000000063e-13,0.937499999999991,1000000000000.0,0.15335481708415363
9.400000000000063e-13,0.939999999999991,1000000000000.0,0.15258995634567396
9.425000000000063e-13,0.9424999999999909,1000000000000.0,0.15182891036802404
9.450000000000064e-13,0.9449999999999908,1000000000000.0,0.15107166012499498
9.475000000000064e-13,0.9474999999999908,1000000000000.0,0.15031818668527158
9.500000000000065e-13,0.9499999999999907,1000000000000.0,0.14956847121195893
9.525000000000065e-13,0.9524999999999907,1000000000000.0,0.14882249496211167
9.550000000000065e-13,0.9549999999999906,1000000000000.0,0.1480802392862652
9.575000000000066e-13,0.9574999999999906,1000000000000.0,0.14734168562796968
9.600000000000066e-13,0.9599999999999905,1000000000000.0,0.14660681552332602
9.625000000000067e-13,0.9624999999999905,1000000000000.0,0.14587561060052406
9.650000000000067e-13,0.9649999999999904,1000000000000.0,0.1451480525793837
9.675000000000067e-13,0.9674999999999904,1000000000000.0,0.14442412327089754
9.700000000000068e-13,0.9699999999999903,1000000000000.0,0.1437038045767763
9.725000000000068e-13,0.9724999999999903,1000000000000.0,0.14298707848899642
9.750000000000069e-13,0.9749999999999902,1000000000000.0,0.1422739270893496
9.775000000000069e-13,0.9774999999999902,1000000000000.0,0.14156433254899523
9.80000000000007e-13,0.9799999999999901,1000000000000.0,0.14085827712801427
9.82500000000007e-13,0.98249999999999,1000000000000.0,0.14015574317496612
9.85000000000007e-13,0.98499999999999,1000000000000.0,0.13945671312644706
9.87500000000007e-13,0.9874999999999899,1000000000000.0,0.1387611695066512
9.90000000000007e-13,0.9899999999999899,1000000000000.0,0.13806909492693376
9.925000000000071e-13,0.9924999999999898,1000000000000.0,0.13738047208537618
9.950000000000072e-13,0.9949999999999898,1000000000000.0,0.13669528376635362
9.975000000000072e-13,0.9974999999999897,1000000000000.0,0.13601351284010454
1.0000000000000073e-12,0.9999999999999897,1000000000000.0,0.13533514226230253
