series,delay_fs,reflectivity
modelled,-2712.71271271271,0.0938496767836933
modelled,-2692.69269269269,0.0938496767836933
modelled,-2672.67267267267,0.0938496767836933
modelled,-2652.65265265265,0.0938496767836933
modelled,-2632.63263263263,0.0938496767836933
modelled,-2612.61261261261,0.0938496767836933
modelled,-2592.59259259259,0.0938496767836933
modelled,-2572.57257257257,0.0938496767836933
modelled,-2552.55255255255,0.0938496767836933
modelled,-2532.53253253253,0.0938496767836933
modelled,-2512.51251251251,0.0938496767836933
modelled,-2492.49249249249,0.0938496767836933
modelled,-2472.47247247247,0.0938496767836933
modelled,-2452.45245245245,0.0938496767836933
modelled,-2432.43243243243,0.0938496767836933
modelled,-2412.41241241241,0.0938496767836933
modelled,-2392.39239239239,0.0938496767836933
modelled,-2372.37237237237,0.0938496767836933
modelled,-2352.35235235235,0.0938496767836933
modelled,-2332.33233233233,0.0938496767836933
modelled,-2312.31231231231,0.0938496767836933
modelled,-2292.29229229229,0.0938496767836933
modelled,-2272.27227227227,0.0938496767836933
modelled,-2252.25225225225,0.0938496767836933
modelled,-2232.23223223223,0.0938496767836933
modelled,-2212.21221221221,0.0938496767836933
modelled,-2192.19219219219,0.0938496767836933
modelled,-2172.17217217217,0.0938496767836933
modelled,-2152.15215215215,0.0938496767836933
modelled,-2132.13213213213,0.0938496767836933
modelled,-2112.11211211211,0.0938496767836933
modelled,-2092.09209209209,0.0938496767836933
modelled,-2072.07207207207,0.0938496767836933
modelled,-2052.05205205205,0.0938496767836933
modelled,-2032.03203203203,0.0938496767836933
modelled,-2012.01201201201,0.0938496767836933
modelled,-1991.99199199199,0.0938496767836933
modelled,-1971.97197197197,0.0938496767836933
modelled,-1951.95195195195,0.0938496767836933
modelled,-1931.93193193193,0.0938496767836933
modelled,-1911.91191191191,0.0938496767836933
modelled,-1891.89189189189,0.0938496767836933
modelled,-1871.87187187187,0.0938496767836933
modelled,-1851.85185185185,0.0938496767836933
modelled,-1831.83183183183,0.0938496767836933
modelled,-1811.81181181181,0.0938496767836934
modelled,-1791.79179179179,0.0938496767836934
modelled,-1771.77177177177,0.0938496767836941
modelled,-1751.75175175175,0.0938496767837013
modelled,-1731.73173173173,0.0938496767837719
modelled,-1711.71171171171,0.0938496767843987
modelled,-1691.69169169169,0.0938496767894878
modelled,-1671.67167167167,0.093849676827252
modelled,-1651.65165165165,0.0938496770833889
modelled,-1631.63163163163,0.0938496786713257
modelled,-1611.61161161161,0.0938496876699701
modelled,-1591.59159159159,0.0938497342836481
modelled,-1571.57157157157,0.0938499550064366
modelled,-1551.55155155155,0.0938509103913202
modelled,-1531.53153153153,0.0938546904702153
modelled,-1511.51151151151,0.093868361516654
modelled,-1491.49149149149,0.093913553375707
modelled,-1471.47147147147,0.0940500890048342
modelled,-1451.45145145145,0.0944270683489151
modelled,-1431.43143143143,0.0953781529252231
modelled,-1411.41141141141,0.0975703353900839
modelled,-1391.39139139139,0.102185547595704
modelled,-1371.37137137137,0.111057749799774
modelled,-1351.35135135135,0.126625081671747
modelled,-1331.33133133133,0.151541438314581
modelled,-1311.31131131131,0.187888773468787
modelled,-1291.29129129129,0.236152718169408
modelled,-1271.27127127127,0.294371780531731
modelled,-1251.25125125125,0.357958629873776
modelled,-1231.23123123123,0.420479101157238
modelled,-1211.21121121121,0.475216013334576
modelled,-1191.19119119119,0.516909080132794
modelled,-1171.17117117117,0.542947868234913
modelled,-1151.15115115115,0.553588867216016
modelled,-1131.13113113113,0.551268800805148
modelled,-1111.11111111111,0.539470043319567
modelled,-1091.09109109109,0.521663730460429
modelled,-1071.07107107107,0.500655251060025
modelled,-1051.05105105105,0.478377836179072
modelled,-1031.03103103103,0.455993480372644
modelled,-1011.01101101101,0.434117706800335
modelled,-990.990990990991,0.413037638030673
modelled,-970.970970970971,0.392868186614503
modelled,-950.950950950951,0.373643795777424
modelled,-930.93093093093,0.355364522110446
modelled,-910.91091091091,0.338016309549801
modelled,-890.89089089089,0.321578972258271
modelled,-870.87087087087,0.306029115404061
modelled,-850.850850850851,0.291341224579569
modelled,-830.830830830831,0.277488165180107
modelled,-810.810810810809,0.2644415076817
modelled,-790.79079079079,0.252171800785607
modelled,-770.77077077077,0.240648823141823
modelled,-750.75075075075,0.229841819566282
modelled,-730.730730730731,0.219719721892904
modelled,-710.710710710711,0.210251353625008
modelled,-690.690690690691,0.2014056176364
modelled,-670.67067067067,0.193151666451882
modelled,-650.65065065065,0.185459054928115
modelled,-630.63063063063,0.178297875422717
modelled,-610.61061061061,0.171638875774884
modelled,-590.590590590591,0.165453560622924
modelled,-570.570570570571,0.159714276752814
modelled,-550.550550550549,0.154394283308131
modelled,-530.53053053053,0.149467807796916
modelled,-510.51051051051,0.144910088907343
modelled,-490.49049049049,0.140697407193929
modelled,-470.47047047047,0.136807104722096
modelled,-450.450450450451,0.133217594764105
modelled,-430.430430430429,0.129908362626652
modelled,-410.410410410409,0.126859958662493
modelled,-390.39039039039,0.124053984478273
modelled,-370.37037037037,0.121473073300756
modelled,-350.35035035035,0.119100865406282
modelled,-330.330330330331,0.116921979455752
modelled,-310.310310310309,0.114921980511614
modelled,-290.290290290289,0.113087345445882
modelled,-270.27027027027,0.111405426380579
modelled,-250.25025025025,0.109864412735428
modelled,-230.23023023023,0.108453292392913
modelled,-210.21021021021,0.107161812428964
modelled,-190.190190190191,0.105980439798897
modelled,-170.170170170169,0.104900322313393
modelled,-150.150150150149,0.103913250188395
modelled,-130.13013013013,0.103011618406086
modelled,-110.11011011011,0.102188390081561
modelled,-90.0900900900906,0.101437060991414
modelled,-70.0700700700708,0.100751625386058
modelled,-50.0500500500493,0.100126543177173
modelled,-30.0300300300295,0.0995567085648005
modelled,-10.0100100100098,0.0990374201452834
modelled,10.0100100100098,0.0985643525210649
modelled,30.0300300300295,0.0981335294161449
modelled,50.0500500500493,0.0977412982864608
modelled,70.0700700700708,0.0973843064023525
modelled,90.0900900900906,0.097059478370349
modelled,110.11011011011,0.0967639950535332
modelled,130.13013013013,0.0964952738434749
modelled,150.150150150149,0.0962509502319635
modelled,170.170170170169,0.0960288606273201
modelled,190.190190190191,0.0958270263577468
modelled,210.21021021021,0.0956436388028174
modelled,230.23023023023,0.0954770455936697
modelled,250.25025025025,0.0953257378226088
modelled,270.27027027027,0.0951883382035392
modelled,290.290290290289,0.0950635901258121
modelled,310.310310310309,0.0949503475456166
modelled,330.330330330331,0.0948475656608674
modelled,350.35035035035,0.0947542923175856
modelled,370.37037037037,0.0946696600979733
modelled,390.39039039039,0.0945928790426894
modelled,410.410410410409,0.0945232299622068
modelled,430.430430430429,0.0944600582945307
modelled,450.450450450451,0.0944027684689529
modelled,470.47047047047,0.0943508187378855
modelled,490.49049049049,0.0943037164411382
modelled,510.51051051051,0.0942610136692616
modelled,530.53053053053,0.0942223032947586
modelled,550.550550550549,0.0941872153420721
modelled,570.570570570571,0.0941554136692981
modelled,590.590590590591,0.0941265929368058
modelled,610.61061061061,0.0941004758420743
modelled,630.63063063063,0.0940768106170731
modelled,650.65065065065,0.0940553688772297
modelled,670.67067067067,0.0940359444007387
modelled,690.690690690691,0.0940183557665295
modelled,710.710710710711,0.0940024658838219
modelled,730.730730730731,0.0939882701586682
modelled,750.75075075075,0.0939762363098799
modelled,770.77077077077,0.0939684692557654
modelled,790.79079079079,0.0939722789762814
modelled,810.810810810809,0.0940099130968927
modelled,830.830830830831,0.0941420446623689
modelled,850.850850850851,0.0945173864731852
modelled,870.87087087087,0.0954628010231289
modelled,890.89089089089,0.0976193506867527
modelled,910.91091091091,0.102100017162279
modelled,930.93093093093,0.110592978965679
modelled,950.950950950951,0.125282575811551
modelled,970.970970970971,0.148458762264644
modelled,990.990990990991,0.181787402311258
modelled,1011.01101101101,0.225416321792229
modelled,1031.03103103103,0.277296158656886
modelled,1051.05105105105,0.333137620471614
modelled,1071.07107107107,0.387204184428902
